utt_id,audio,text,duration_s
01-05539-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05539-01.mp3,कहना है पाँच लाख की लूट हुई है करने आरोप गोली मारी गयी जिससे उसकी मौत हो गयी,10.08
01-02568-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02568-03.mp3,मधुबनी ऐसी रामाधिर देश में स्वास्थ को लेके विभिन्न को संकल्प करने के लिए देश में उन्नीस साओ नाव बे में,12.168
01-06359-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06359-03.mp3,कुशवाहा हजारीबाग वार्जेडिया विकास प्रखण्ड के अंतर्गत बरकाकला पंचायत में बरकाकला गाँव में महिला सशक्ति कारण सर्व सेवा महिला सशक्ति कारण की माध्यम ऐसी एक जन वितरण चलाई जाती है उसमे कार्ड धारियों को कम चावल दिया जाता है कार्ड धारियों के द्वारा शिकायत करने के बावजूद सूचना करने के बावजूद उन्हें प्रत्येक राशन कार्ड आरोप उन्हें दो किलो की मात्र काट दिया जाता है,28.44
01-06996-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06996-01.mp3,आग का हो दीप का हो या उपकरण का हो,4.68
01-03574-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03574-03.mp3,मई राजीब कुमार ठाकुर जिला मुंगेर मुंगेर की आवाज ऐसी धन्यवाद,3.96
02-18341-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-18341-01.mp3,अंदमान और निकोबार द्वीप समूह जैसे राज्यों केंद्र शासित प्रदेशों में सबसे ज्यादा दो हजार रूपए प्रती माह वृद्धा अवस्था पेंशन हैं रिपोर्ट के मुताबिक,11.468
01-08949-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-08949-03.mp3,नहीं रह गयी है देखने में तो बड़े अच्छे लगते है हार्ड मास का शरीर है सुन्दर है सब कुछ दिखाई पड़ता है लेकिन जानवर ऐसी भी बदतर है,11.376
01-10987-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10987-02.mp3,फसल बीमा किया गया है इसमें सर्वाधिक फसल बीमा में हुए है जहाँ तीन हजार नौ सौ साठ किसानों का बीमा किया गया यह भी काफ़ी प्रयास के बाद हो पाया है इसमें जिला मुख्यालय स्थित सरकारी बैंक ने अहम् भूमि,11.598
01-06420-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06420-03.mp3,गंभीर जताते हुए सरकार को पत्र प्रेषित किया है उन्होंने कहा है की सत्र दो हजार सत्रह अठारह पिछले एक अप्रैल ऐसी ही आरम्भ हो चूका है,11.952
01-02778-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02778-03.mp3,डेढ़ साल से अधिक हो गए पंचायत स्तर के संस्था समिति के सदस्यों को पता भी नहीं है की वे भी समिति के सदस्य हैं कैसे रुकेगा लूट खसोट,10.152
01-05755-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05755-01.mp3,पूजा अर्चना करने के बाद सब लोग के लिए सब का मन में शांति थी और अर्चना का भावना था और साथ ही साथ सिटी,10.296
01-05671-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05671-03.mp3,बाल विवाह के अनुसार बाल विवाह किसी सजा पुनार नहीं की जा सकती,9.504
01-03732-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03732-03.mp3,तुम्हे रात में दिन में याद करना आदत है मेरी धन्यवाद दोस्तों मैं मोसिन प्रयाग फूल खिले खुशबु दे आपको सूरज निकाले रोशनी दे आपको,10.224
01-11162-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11162-01.mp3,नहीं हैं नहीं नहीं मुन्ना' भय हम को आप आरोप बिल्कुल बिल्कुल भी भरोसा नहीं हैं आप चलिए मुन्ना' भय यहाँ ऐसी राम राम हो गयी ये तुम्हे क्या लगता हैं,9.012
02-12348-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12348-02.mp3,अपने बयान भी दिए है,1.728
01-00767-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-00767-03.mp3,बच्चियों प्रभुत्व प्रभावी पद रहा है यहाँ तक की पढ़ाई ऐसी दूर होना छह रिपोर्ट है वो पढ़ाई को चाहते नहीं है बस मोबाइल हो लैपटॉप का आनंद लेना चाहते है,10.944
01-11491-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11491-02.mp3,नमस्कार आदाब धन्यवाद स्रोताओं मोबाइल वाणी आरोप आप सुन रहे है सुबह की सुर्खियाँ में हूँ आपका दोस्त,7.56
02-12456-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12456-01.mp3,ने दिए जाँच के आदेश होशान्गाबाद जिला पंचायत सभागार में हुई समाप्ति जनसुनवाई में आंगनवाड़ी को छह माह ऐसी खदान नहीं मिलने का मामला सामने आया है,11.938
01-08767-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-08767-03.mp3,से परीक्षा का केंद्र नज़दीक करने की माँग की है रेलवे के असिस्टेंट लोको पायलट की बहाली छबीस हज़ार पाँच सौ पदों पर किया गया है जिसके लिए आवेदकों की कुल संख्या सैंतालीस लाख लगभग,11.952
02-20387-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-20387-01.mp3,ही है कांग्रेस जिला अध्यक्ष अवेंकी नोटबंदी के खिलाफ कांग्रेस द्वारा किए जा रहे चरणबद्ध आंदोलन की करा मई सो मई सो सोमवार को सोमवार नर नहीं गेट महिला कार्यकर्ताओं द्वारा थाली पीट सरकार द्वारा इसे वापस नहीं लिया,11.572
13-00229-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/13-00229-03.mp3,नमस्कार आदाब श्रोताओं मैं बसंती आपके लिए लेकर आई हूँ मुंगेर मोबाइल वाणी पर आये दिन भर की ख़बरों का सारांश समाचार संध्या में,10.24
01-11533-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11533-02.mp3,रहे अलर्ट अगले अड़तालीस घंटे में पटना और आस पास के इलाकों में हो सकती है भारी बारिश भारी बारिश खबर है पटना ऐसी अगले अड़तालीस घंटे के दौरान पटना और आस पास के इलाको में,11.886
02-17185-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-17185-01.mp3,#incomplete लेकिन आज यहाँ के लोग जीने से आज बड़ी परेशानी इस प्लांट में यह देखा जा रहा हैं वहाँ की फ़ैक्ट्री आज जो चल रहे है वहाँ की रात,8.928
01-02764-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02764-03.mp3,उपासन ऐसी प्रार्थना हैं की ओबेरम कम ऐसी कम दौलाथ ऐसी सिन्धी सीधी जो गड्ढा बना हुआ हैं सड़क उन्हें तत्कालीन गधों को भरवाने की कृपा करें,11.448
01-10771-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10771-02.mp3,पदक विजेता सायना नेहवाल अठारहवी एशियाई खेलो की बैटमिन्टन प्रतियोगिताओं में थर्टी सिक्स साल का व्यक्तिगत सुखा समाप्त करने के इरादे ऐसी उतरेगी,10.488
01-04621-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04621-01.mp3,नमस्कार श्रोताओं में प्रखंड ऐसी अजय कुमार मुजफ्फरपुर मोबाइल वाणी ऐसी बोल रहा हूँ महाविद्यालय कर्मचारी संघ के कोषाध्यक्ष पद्मनाथ शाह ने कुलपति को,12.096
01-01709-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-01709-03.mp3,देश के भांति हैं जिस देश में गंगा बहती हैं बिहार मोबइलवाणी के लिए शांतिकलम मधुबनी ऐसी राम शेर सिंह शेर सिंह धन्यवाद,8.64
01-07155-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07155-01.mp3,आप लाये मोबाइल वाणी के रिपोर्टर ऐसी मिलने मोबाइल वाणी के कार्य प्रणाली को देखा कैसा लगा आपको यह सब देख के फ्रॉम केन्या,11.592
01-09683-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09683-02.mp3,#incomplete संतावन फीसदी मनरेगा मजदूरी का भुगतान केंद्र सरकार के महत्वकांक्षी योजना मनरेगा रोजगार गारंटी कार्यक्रम मनरेगा यानी महात्मा गाँधी राष्ट्रीय रोजगार,10.005
01-05655-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05655-02.mp3,साधव मई फेला बेरोजगारी का स्तंभ आगे चलकर सामाजिक एवं आर्थिक के रूपए मई हमारे सामने आता है,8.712
01-12204-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-12204-01.mp3,चालीस पदों आरोप भारती निकाली है लोन में ग्रेजुएशन कर चुके उमीदवार इन पदों है इस पद के लिए आवेदन भरने की अंतिम,7.262
01-00324-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-00324-02.mp3,और इस के साथ लोगों को सफलता मिलेगी और आगे बढ़ने का मौका मिलेगा,4.68
01-03253-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03253-02.mp3,जिसके कारण द्वारा ए कदम बिहार सरकार को उठाना पारा,8.856
01-02929-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02929-02.mp3,किसकी कितनी सीट और कौन कौन कहा ऐसी हारे और कौन कहा ऐसी जीते उससे कार्यकर्ता और जनता में भी पुरे ख़ामोशी देखी जा,8.208
01-08972-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-08972-01.mp3,की अनिश गुप्ता की तैयार रिपोर्ट ऐसी होती है रिपोर्ट मई ग्यारह जुलाई तक के लंबित' मामलों का उलेखा है जिसमे कुल लंबित' जाते की संख्या एक सौ तिरपन है एस एस पी जी ने थाना प्रभारी और ओ पी जी प्रभारी को बजे गए रिपोर्ट,15.624
02-13224-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-13224-02.mp3,है इसके बदले में फिर बैंक से कर्ज लेते है और बैंक से कर्ज लेकर वह खेती करते है मजदूर को पैसे देते है जब वह पैक्स से मिलता है तो पैक्स एक ही बात बताते है की,11.442
01-03766-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03766-01.mp3,अनुश्रवण वगैरह मुल्यांकन कान करते रहें वैसे तो मैं बी पी जी ओ मोहम्मद सोहेल अख्तर सी आर पी जी अजय कुमार ठाकुर देव महतो,11.736
02-13534-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-13534-02.mp3,शुरू होगा परीक्षा भोपाल इंदौर ग्वालियर जबलपुर प्रदेश के बीच शहरों में आयोजित और नेशन लीग में वर्ल्ड चैंपियन फ्रांस ने,11.076
01-04226-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04226-01.mp3,तेरा प्रसारण आज जल जाना चाहिए शाम तक धन्यवाद,4.896
02-17437-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-17437-01.mp3,लेकिन विवाहित महिलाएं ही श्राद्ध कर सकती हैं किसी स्त्री का पाती या पुत्र बीमार है तो उसके हट ऐसी स्पर्श करा कर महिला श्राद्ध कर सकती है,9.509
01-04482-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04482-01.mp3,गर्मी ऐसी कुछ राहत मिली किसान करते अब फूलों की चर्चा खेत खलियानों में किसान व्यर्थ वर्षा के इंतेज़ार में थे किसान,10.296
01-08404-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-08404-01.mp3,समय ड्राइविंग करना आपके लिए महंगा साबित हो सकता है सड़क हादसों आरोप लगाम लगने के लिए सरकार अब सख्त कदम उठाने उठाने जा रही है इसके आलावा परिवहन और यातायात विभाग में प्रसस्त,11.912
01-06215-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06215-01.mp3,मान चुके आगे आपकी राय धन्यवाद दिलीप पांडे मोबाइल वाणी ऐसी,5.184
01-11424-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11424-03.mp3,और अंत में समाचार खेल जगत से,2.299
13-00369-04,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/13-00369-04.mp3,दिए और इसी तरह चलता आ रहा हैं कुछ वर्षों ऐसी कुछ वर्षों ऐसी पहले ऐसी ही,6.264
02-22270-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-22270-01.mp3,#incomplete या चूका है धन्यवाद,1.515
02-14536-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-14536-01.mp3,सामाजिक तानेवाने का पाठ पढाए तो उसकी चर्चा होना लाज़मी कुछ इसी प्रकार का कार्य मंडी में पुलिस नवागढ़ थाना प्रभारी मनीष सिंह सोनी ने बताया,11.285
01-03869-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03869-03.mp3,#incomplete की गई भारत उदय अभियान को पंचायत में सफल बनाने जा निर्णय लिया गया पंचायत सभागार में माननीय प्रधान मंत्री नरेंद्र मोदी जी का भाषण का सीधा प्रसारण उपस्थित ग्रामीण,12.096
01-10532-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10532-02.mp3,खबर हैं रांची ऐसी रांची रेलवे स्टेशन अब जल्दी नए स्वरुप में नज़र आएगा रेलवे में सुन्दरी कारण और यात्रियों के लिए आधुनिक सुधीर दस करोड़ रूपए की योजना बहाई हैं,11.076
01-01430-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-01430-02.mp3,घरेया शाखा के मनोज कुमार थे तो सभी इधर आनंद कर रहे थे,11.952
01-09605-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09605-02.mp3,शिक्षक और चन्द्र मोहन और एनोयगिरी और है और भूत सारा टीचर है जो आके रैली निकाला गया है,10.08
01-03237-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03237-03.mp3,नमस्कार में भीमराज जमुई ऐसी आज छब्बीस जनवरी गणतंत्र दिवस के शुभ अवसर आरोप,6.696
01-02891-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02891-01.mp3,संदीप कुमार केंद्र प्रखण्ड ऐसी,3.456
02-12961-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12961-01.mp3,लाठी हैं इसलिए हर घर में जो कहके कुवारी हमे खुशी हैं की नालंदा जिले के साथियों ने,7.628
02-12548-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12548-02.mp3,में सीधे सेटों में छह एक छह एक से जीत दर्ज की जापान की किमोका जेट ने उन्नीस सौ छ्यान्वे में जबविमंडलन सेमीफाइनल में जगह,9.168
02-12390-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12390-02.mp3,जनता बेहाल है इनके नीतियों के चलते और एक आ अजीब किसान का अहंकार इनमे है की हम जैसे की आ,11.468
02-17828-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-17828-01.mp3,शिक्षा के दिए बच्चों ने श्रीसिंह ऐसी कहा की चार माह ऐसी अधिक हो गया है लेकिन अभी तक मध्यान भोजन हम लोगों को नहीं मिल रहा श्रीसिंह,9.216
01-06396-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06396-03.mp3,अनुवाद होगा अगर इस आरोप कोई अपराधिक,10.44
01-05042-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05042-03.mp3,मंगलवार को संख्या एक सौ चौबीस चौदह में सुनवाई करते हुए आर्म्स एक्ट में चार लोगों को दोषी करा दिया सजा की सुनवाई अगस्ट होगी में राजीव कुमार ठाकुर जिला मुंगेर मुंगेर की आवाज़ ऐसी धन्यवाद,14.256
01-06741-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06741-01.mp3,बहुत प्रसन्न हो रही है लोग और जीव जंतु सब ऐसी अधिक जीव जंतु आरोप मानुष खींचकर पानी पि लेता है लेकिन,7.416
01-06953-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06953-03.mp3,और जब इसका कारण विभागी अधिकारीयों ऐसी पूछा गया तब उन्होंने स्पष्ट रूप ऐसी बताने ऐसी इनकार कर दिया एयर कंडीशन में रहने वाले यह अधिकारी इस तरह सरकार के,10.656
01-05652-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05652-01.mp3,की राज्य सरकार को,2.592
01-09128-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09128-02.mp3,#incomplete आवास स्वीकृति के अंदर यदि आवास बना ले मुख्यमंत्री ग्रामीण आवास एक हज़ार रूपए प्रोत्साहन के रूप जाएँगे नौकरी जाने के,9.665
01-04325-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04325-01.mp3,हमारे किसान चन्दन ठाकुर जी का बात धन्यवाद,3.168
02-20891-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-20891-01.mp3,शराब पीना बंद कर दे इससे परिवार में कलश होती है और शराब नशा का घर है बिहार में जब से शराब बंद हुआ है,9.064
01-03317-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03317-03.mp3,विशेष बल दिया हाँ और हम उसको परमात्मा के नाम लगने पे लगते हाँ,10.224
02-15815-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-15815-01.mp3,कर्मा पूजा आज धनबाद मोबाइल मीडिया के तमाम श्रोताओ को कर्मा पूजा की हार्दिक शुभकामनाए धन्यवाद रिपोर्टर रानी कुमारी,7.272
01-11922-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11922-01.mp3,और कर प्रदुषण का A के समग्र मार्ग को पंजी कृत करने के बाद राष्ट्रीय राजधानी की बाद डेल्ही मई राष्ट्रीय गुणवत्ता अबर है चौबीस घंटे के बाद,9.43
01-08129-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-08129-02.mp3,चौवन हजार ऐसी भी ज्यादा नौकरी केंद्र सरकार ने सरकारी नौकरियों का पिटारा खोल दिया हैं इस साल,6.4
01-08123-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-08123-02.mp3,बच्चों के इलाज को नहीं जाना होगा बाहर ख़बर हैं जांस गिरिडीह से सिविल सर्जन डॉक्टर रामरेखा प्रसाद ने कहा कि,11.128
02-18623-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-18623-01.mp3,तो दोस्तों अभी आप ने सुना हमारे पिछले हफ्ते के बेहतरीन प्रतिक्रिया देने वाले श्रोता की आवाज़ अब आइये सुनते है जनता की रिपोर्ट चर्चा मंच आरोप विश्व के सबसे बड़े नोटबंदी और उसके प्रभाव आरोप लोगो की राय,15.192
02-14010-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-14010-01.mp3,एक किसान की जिंदगी कैसे प्रभावित होती है और क्या मजदूरों की हालत किसानो से अलग है जब किराये और तेल खर्चे के बोझ में निम्न और माध्यम आय वर्ग के लोगो के लिए,11.807
02-12302-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12302-02.mp3,माँ ट्रेड यूनियन सब यूनियन सभी मिल के मजदूर संगठन मिल के एक जनरल स्ट्राइक जो इस बार सिर्फ मजदूरों का ही नहीं रहेगा,10.684
01-06081-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06081-01.mp3,के सरकार की जो जो योजनायें चल रही के उससे वंचित रहना पड़ रहा के और पहुच भी रहा के वो भी आधा अधूरा पहुच रहा है जो की सरकार को ध्यान देना चाहिए ताकि जो सरकार योजना चला रही के गरीबों तक वहाँ तक पहुच सके,14.4
01-07625-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07625-03.mp3,जब कुछ पैसों का इनकम होने लगती हैं तो कुछ सालो की बाढ़ सदी कोर लेता हैं जब अपनी दोस्त यह अगल बगल के लोगो को पढाई में बढ़ते हुआ देखते हैं तो बाद में वो पछताओ करने लगता हैं,11.88
01-12184-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-12184-02.mp3,ब्लाक दो क्षेत्र के केसरगड साइडिंग आंदोलन रत सेल पीकिंग मजदूरों ने वार्ता के बढ़ आंदोलन वापस ले लिया,8.856
01-03260-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03260-03.mp3,मोके रिपोर्ट करदेगा ले,10.296
01-10505-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10505-01.mp3,उत्तर रेलवे के विभिन्न स्टेशनों ऐसी चने वा पहुँचने वाली राजधानी शताब्दी सहित लगभग दो सौ ट्रेनों के समय में बदलाव किया गया है यदि आपको पंद्रह अगस्त या इसके पास,8.385
02-22456-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-22456-01.mp3,अपने आप को चाकू से काट रहा था उसकी पत्नी देखती है और कहती है ये आप क्या कर रहे हैं अपने हाँथ को क्यों काट रहे हैं,7.784
01-05390-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05390-03.mp3,है रूम पानी बारिश के समय में जो है सब पढ़ाई नहीं होती है बारिश से स्कूल में पानी चला जाता है दो रूम है विद्यार्थी को बहुत दिक्कत करना पड़ता है,9.0
02-16434-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-16434-01.mp3,बारह ऐसी दो इंसानी लुटेरे हथियार सी एस टी के अन्दर परवेश कर गए लुटेरा खड़ा था,8.28
01-00958-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-00958-02.mp3,ने घर ले आये बाजार में जैसे जैसे अपने आप दरवाज़े बंद हैं और सिपाही जग गए सभी बच्ची रोने लगी जैसे ही आये,11.808
01-02032-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02032-03.mp3,बीस एक दो हजार पंद्रह को जलेबी दौड़ है मतलब दौडते हुए जलेबी खायेंगे एवं बोरा दौड़ है बच्चे बहुत खुश,11.16
02-12966-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12966-02.mp3,किए और अब हमें इंतेज़ार रहेगा आपके ऐसे ही विचारों का तो अपने फ़ोन में दबाएँ नंबर तीन का बटन और और साझा करिए अपने विचार,10.919
01-03601-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03601-03.mp3,सूर्योदय मिश्रा बोकारो,2.952
02-21969-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-21969-01.mp3,ऐसी हैं दोस्त वंडर की आवाज़ सुने ज़माने हो गए बन्दरिया हट जा में नहीं जाती तेरे साथ बड़ा न हाथी देखने जाए,10.945
01-04158-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04158-01.mp3,नमस्कार धन्यवाद में मोबाइल वाणी ऐसी छपरा जिला जे पी यूनिवर्सिटी को,10.008
02-21604-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-21604-01.mp3,अच्छा और अगर तेरी शादी हो जाए उससे पहले शादी,11.128
01-09048-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09048-01.mp3,मेट्रो रेल और बीआरटी कॉरिडोर के दोनो और करीब आधा किलोमीटर क्षेत्र में अब बहुमंजिला इमारत बनेगी इसके लिए नागरीय विकाश विभाग दौरा कैबिनेट में प्रस्ताव,11.572
01-05656-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05656-03.mp3,वर्तमान समय में मांग के अनुसार योग्य उम्मीदवार को तैयार करके हम रोजगार की समस्या को समाप्त कर सकते है,7.416
13-00349-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/13-00349-03.mp3,छोटी कुमारी नंदनी कुमारी चंदन कुमार विजय कुमार किशन कुमार दीपा कुमारी सलोनी कुमारी रिया कुमारी,9.648
01-05361-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05361-02.mp3,एक बैठक की कार्यालय मैं आये बैठक मैं विकास मित्रों को दिए गए कार्यो की प्रगति की समीक्षा की गयी सात ही उन को जरुरी दिशा निर्देश भी दिए गए,10.728
01-10482-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10482-02.mp3,बाबूजी अर्जुन का फ़ोन था एक जरुरी बात है है बेटी क्या हुआ अर्जुन के एक केस की क्लाइंट की तारीख़ आ गयी उसे जाना होगा अरे फिर मंगनी कैसे होगी,11.311
01-08632-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-08632-03.mp3,कुमार मोदी शुक्रवार को सुल्तानगंज में करेंगे एक माह तक उत्तर वाहिनी गंगा का जल ले कर,6.296
02-12423-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12423-02.mp3,तो चलिए सुनते है नया कार्यक्रम,11.285
01-11804-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11804-01.mp3,हमारे देश को सोने की चिड़िया खा जाता है,2.88
02-17342-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-17342-01.mp3,इसे बढ़ाने की योजना पर काम किया जा रहा है इसके लिए निजी वाहन मालिकों से गाड़ी ली जाएगी साथ ही पर्यटकों को मिटियार के बारे में पूरी जानकारी देने के लिए,10.008
02-21275-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-21275-01.mp3,आज के समय में किसी के पास वक्त ही वक्त ही कहाँ है किसी को पत्र लिखने आज का हमारा युग टेक्नोलॉजी युग हो गया है पर्व त्यौहारों खुशियों के मौके अन्य अवसरों,11.99
02-18875-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-18875-01.mp3,शिक्षक एवम महात्मा गांधीजी कहते थे की किसान ही भरी धरती के भगवान हैं अगर अगर वे न हो खाने अन्न कहाँ ऐसी मिलेगा,11.448
02-21509-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-21509-01.mp3,अब बस कर मेरा पेट मोटू सेट की तरह फट जायेगा वो हम बचपन में कहते थे न अरे मोटू सेठ पलंग पर लेट गाड़ी आइये फट गया पेट,12.042
02-15108-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-15108-01.mp3,"अन्य आधार बहुत कामो मई खर्च हाला की केंद्र सरकार ने ये राशी डेढ़ ['माह', 'की'] देरीसे जारी की है पंचायत ए एम ग्रामीण विकास विभाग विभाग अधिकारियो ने बताया",11.912
01-05279-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05279-02.mp3,नमस्कार फथियाफुल में MOWAIL वाणी और मालिक आपका चहेता दोस्त A कनहैया सिंह एक और सी ऐसी प्रस्तुत है एक स्पेशल रिपोर्ट,10.944
