utterance_id,audio_path,sample_rate_hz,source_rate_group,gender,accent,district,state,other
01-02704-01,Audio/01-02704-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02709-02,Audio/01-02709-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02731-02,Audio/01-02731-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02734-01,Audio/01-02734-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02755-02,Audio/01-02755-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02763-03,Audio/01-02763-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02792-02,Audio/01-02792-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02794-02,Audio/01-02794-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02798-02,Audio/01-02798-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02809-02,Audio/01-02809-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02813-01,Audio/01-02813-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02827-03,Audio/01-02827-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02830-02,Audio/01-02830-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02836-03,Audio/01-02836-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02840-03,Audio/01-02840-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02848-01,Audio/01-02848-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02848-03,Audio/01-02848-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-02882-01,Audio/01-02882-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02889-02,Audio/01-02889-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02890-03,Audio/01-02890-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02893-03,Audio/01-02893-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02899-02,Audio/01-02899-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02935-02,Audio/01-02935-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-02936-03,Audio/01-02936-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02943-03,Audio/01-02943-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02954-03,Audio/01-02954-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02959-01,Audio/01-02959-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,audio_jump
01-02961-02,Audio/01-02961-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02969-01,Audio/01-02969-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02976-02,Audio/01-02976-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02986-03,Audio/01-02986-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02988-01,Audio/01-02988-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02990-01,Audio/01-02990-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02994-03,Audio/01-02994-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02996-02,Audio/01-02996-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-02999-02,Audio/01-02999-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-03004-03,Audio/01-03004-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-03016-01,Audio/01-03016-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03017-02,Audio/01-03017-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-03021-01,Audio/01-03021-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03025-02,Audio/01-03025-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,audio_jump
01-03029-03,Audio/01-03029-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-03035-02,Audio/01-03035-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,audio_break
01-03036-01,Audio/01-03036-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-03051-01,Audio/01-03051-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-03064-02,Audio/01-03064-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03096-01,Audio/01-03096-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03105-03,Audio/01-03105-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03114-02,Audio/01-03114-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03126-02,Audio/01-03126-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03127-01,Audio/01-03127-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03158-03,Audio/01-03158-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03159-03,Audio/01-03159-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03160-03,Audio/01-03160-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03161-01,Audio/01-03161-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03172-01,Audio/01-03172-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03187-01,Audio/01-03187-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03188-01,Audio/01-03188-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03198-03,Audio/01-03198-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03199-03,Audio/01-03199-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03205-01,Audio/01-03205-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-03217-01,Audio/01-03217-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03230-01,Audio/01-03230-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03237-02,Audio/01-03237-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03238-03,Audio/01-03238-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03244-02,Audio/01-03244-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03248-03,Audio/01-03248-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03251-01,Audio/01-03251-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03265-02,Audio/01-03265-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03266-03,Audio/01-03266-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03268-02,Audio/01-03268-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03281-02,Audio/01-03281-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03289-02,Audio/01-03289-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03297-01,Audio/01-03297-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03302-01,Audio/01-03302-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03302-02,Audio/01-03302-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03311-03,Audio/01-03311-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03313-02,Audio/01-03313-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03313-03,Audio/01-03313-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03315-03,Audio/01-03315-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03325-01,Audio/01-03325-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03335-01,Audio/01-03335-01.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-03338-01,Audio/01-03338-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03345-02,Audio/01-03345-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03388-03,Audio/01-03388-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-03395-03,Audio/01-03395-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-03398-01,Audio/01-03398-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,"audio_jump,inaudible"
01-03402-01,Audio/01-03402-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03403-01,Audio/01-03403-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03407-03,Audio/01-03407-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03408-03,Audio/01-03408-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03429-01,Audio/01-03429-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03442-02,Audio/01-03442-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03443-03,Audio/01-03443-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03451-01,Audio/01-03451-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03453-02,Audio/01-03453-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03459-03,Audio/01-03459-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03464-02,Audio/01-03464-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03473-01,Audio/01-03473-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03475-01,Audio/01-03475-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03482-03,Audio/01-03482-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03487-02,Audio/01-03487-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03491-01,Audio/01-03491-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,"audio_jump,not_clear"
01-03509-02,Audio/01-03509-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03510-01,Audio/01-03510-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03511-03,Audio/01-03511-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-03533-01,Audio/01-03533-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03534-01,Audio/01-03534-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03536-03,Audio/01-03536-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03553-03,Audio/01-03553-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03556-01,Audio/01-03556-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03568-01,Audio/01-03568-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03569-01,Audio/01-03569-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03587-02,Audio/01-03587-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03593-02,Audio/01-03593-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03610-03,Audio/01-03610-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03625-02,Audio/01-03625-02.mp3,8000,native_8khz,Male,Normal_hindi,unknown,unknown,inaudible
01-03662-01,Audio/01-03662-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,audio_jump
01-03670-03,Audio/01-03670-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-03708-03,Audio/01-03708-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03742-02,Audio/01-03742-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03755-03,Audio/01-03755-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03762-03,Audio/01-03762-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-03767-03,Audio/01-03767-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-03777-03,Audio/01-03777-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,"audio_jump,inaudible"
01-03788-01,Audio/01-03788-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03802-02,Audio/01-03802-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,audio_jump
01-03818-01,Audio/01-03818-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03826-02,Audio/01-03826-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03829-01,Audio/01-03829-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03839-01,Audio/01-03839-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03845-01,Audio/01-03845-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03845-02,Audio/01-03845-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03859-02,Audio/01-03859-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-03861-02,Audio/01-03861-02.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-03861-03,Audio/01-03861-03.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-03866-03,Audio/01-03866-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03873-03,Audio/01-03873-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03877-03,Audio/01-03877-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03886-01,Audio/01-03886-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,audio_jump
01-03891-03,Audio/01-03891-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03894-02,Audio/01-03894-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03896-01,Audio/01-03896-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-03896-02,Audio/01-03896-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03917-01,Audio/01-03917-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03917-02,Audio/01-03917-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03931-01,Audio/01-03931-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03931-02,Audio/01-03931-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03937-03,Audio/01-03937-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03945-01,Audio/01-03945-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-03955-02,Audio/01-03955-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03956-01,Audio/01-03956-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03961-03,Audio/01-03961-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-03966-03,Audio/01-03966-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-03970-03,Audio/01-03970-03.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-03973-03,Audio/01-03973-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-03993-03,Audio/01-03993-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04010-02,Audio/01-04010-02.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-04018-01,Audio/01-04018-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04032-01,Audio/01-04032-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04035-01,Audio/01-04035-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-04035-02,Audio/01-04035-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04045-01,Audio/01-04045-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04078-03,Audio/01-04078-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04084-01,Audio/01-04084-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04087-03,Audio/01-04087-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04100-03,Audio/01-04100-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-04105-02,Audio/01-04105-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,audio_jump
01-04109-03,Audio/01-04109-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,audio_jump
01-04113-02,Audio/01-04113-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04120-03,Audio/01-04120-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04128-01,Audio/01-04128-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,audio_jump
01-04134-01,Audio/01-04134-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,audio_jump
01-04139-03,Audio/01-04139-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04143-03,Audio/01-04143-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04151-03,Audio/01-04151-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04160-03,Audio/01-04160-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,"audio_jump,inaudible"
01-04170-01,Audio/01-04170-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04172-01,Audio/01-04172-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,audio_jump
01-04172-02,Audio/01-04172-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04190-03,Audio/01-04190-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04192-02,Audio/01-04192-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04196-02,Audio/01-04196-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-04198-02,Audio/01-04198-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04201-01,Audio/01-04201-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04207-01,Audio/01-04207-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04210-01,Audio/01-04210-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04210-03,Audio/01-04210-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04216-03,Audio/01-04216-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04217-02,Audio/01-04217-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,"audio_jump,inaudible"
01-04228-02,Audio/01-04228-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04231-02,Audio/01-04231-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,"audio_jump,inaudible"
01-04257-03,Audio/01-04257-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,"audio_jump,inaudible"
01-04271-02,Audio/01-04271-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04280-01,Audio/01-04280-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-04298-01,Audio/01-04298-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04303-01,Audio/01-04303-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,"audio_jump,inaudible"
01-04303-03,Audio/01-04303-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,"audio_jump,inaudible"
01-04305-01,Audio/01-04305-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04315-02,Audio/01-04315-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04319-01,Audio/01-04319-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-04332-01,Audio/01-04332-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,audio_jump
01-04352-01,Audio/01-04352-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04357-01,Audio/01-04357-01.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-04362-01,Audio/01-04362-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04374-02,Audio/01-04374-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04383-02,Audio/01-04383-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-04387-02,Audio/01-04387-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04388-02,Audio/01-04388-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-04398-01,Audio/01-04398-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04421-03,Audio/01-04421-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04425-02,Audio/01-04425-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04442-01,Audio/01-04442-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,audio_jump
01-04443-03,Audio/01-04443-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04451-02,Audio/01-04451-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04460-03,Audio/01-04460-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04484-02,Audio/01-04484-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-04496-02,Audio/01-04496-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-04516-03,Audio/01-04516-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04528-02,Audio/01-04528-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04536-03,Audio/01-04536-03.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-04547-01,Audio/01-04547-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04548-03,Audio/01-04548-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04552-03,Audio/01-04552-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04575-01,Audio/01-04575-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04585-01,Audio/01-04585-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04610-01,Audio/01-04610-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04612-01,Audio/01-04612-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04629-01,Audio/01-04629-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04630-01,Audio/01-04630-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04636-02,Audio/01-04636-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04645-03,Audio/01-04645-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04655-01,Audio/01-04655-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04657-03,Audio/01-04657-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04668-02,Audio/01-04668-02.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-04670-03,Audio/01-04670-03.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,inaudible
01-04674-01,Audio/01-04674-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04677-02,Audio/01-04677-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04698-01,Audio/01-04698-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04700-01,Audio/01-04700-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04711-02,Audio/01-04711-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04717-03,Audio/01-04717-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04721-02,Audio/01-04721-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04755-02,Audio/01-04755-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04757-03,Audio/01-04757-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04764-02,Audio/01-04764-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04764-03,Audio/01-04764-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,not_clear
01-04768-03,Audio/01-04768-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-04769-01,Audio/01-04769-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04799-03,Audio/01-04799-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-04807-01,Audio/01-04807-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04809-01,Audio/01-04809-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-04825-03,Audio/01-04825-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04837-02,Audio/01-04837-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-04866-01,Audio/01-04866-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-04891-02,Audio/01-04891-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-04898-01,Audio/01-04898-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04900-02,Audio/01-04900-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04914-02,Audio/01-04914-02.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,inaudible
01-04918-02,Audio/01-04918-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04935-02,Audio/01-04935-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04945-03,Audio/01-04945-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-04950-02,Audio/01-04950-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04958-01,Audio/01-04958-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-04959-01,Audio/01-04959-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04963-01,Audio/01-04963-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-04963-02,Audio/01-04963-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04972-01,Audio/01-04972-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,audio_jump
01-04973-03,Audio/01-04973-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-04976-03,Audio/01-04976-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
